Age,Gender,Income,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
56,female,108153,8,sunbathing,2723,rural,225,277,summer,0,1,0
31,male,24743,4,hiking,4436,urban,190,89,fall,0,0,0
63,female,24893,2,skiing,4465,rural,56,163,spring,1,1,1
35,female,51852,1,sunbathing,2104,rural,115,147,spring,1,0,0
51,male,65907,1,sunbathing,2564,suburban,81,56,spring,1,0,0
18,male,46677,4,hiking,2698,urban,257,63,winter,1,1,0
39,non-binary,28885,2,sunbathing,815,urban,285,268,fall,1,1,0
33,male,113918,6,swimming,2867,rural,191,59,winter,1,1,0
39,male,50975,0,skiing,2547,urban,192,210,fall,0,1,1
67,female,98203,5,skiing,1705,suburban,92,298,spring,0,1,1
33,male,35028,4,skiing,4586,urban,156,277,summer,0,1,1
45,non-binary,20733,3,swimming,893,rural,253,70,fall,1,0,0
45,non-binary,108094,8,skiing,4509,suburban,125,247,summer,0,1,1
39,male,33724,7,hiking,2000,rural,187,89,spring,0,0,0
23,male,81739,2,sunbathing,893,suburban,217,275,spring,0,0,0
42,female,107133,5,skiing,4188,suburban,227,106,fall,0,0,0
59,male,83870,8,hiking,4969,suburban,237,156,fall,1,1,0
19,female,53528,4,sunbathing,3193,rural,127,255,spring,0,1,0
24,male,70709,8,swimming,2764,suburban,174,188,fall,1,0,0
34,female,32790,1,swimming,2146,urban,165,275,fall,0,0,0
52,non-binary,62621,4,skiing,2262,suburban,76,188,winter,1,0,1
37,male,41387,1,hiking,2961,urban,298,153,winter,1,1,0
61,male,76861,5,swimming,4305,urban,9,276,summer,1,1,0
19,female,45604,2,sunbathing,3827,rural,5,242,summer,0,1,0
24,female,66273,5,hiking,4430,urban,283,281,summer,1,0,0
49,male,86426,6,swimming,4054,urban,129,3,summer,1,0,0
66,female,91877,4,swimming,2052,rural,284,259,summer,1,0,0
36,male,55434,5,sunbathing,4579,urban,106,187,fall,0,0,0
29,non-binary,22466,3,hiking,4346,rural,208,107,winter,1,0,0
26,female,48233,5,skiing,2455,rural,186,127,fall,1,1,0
44,male,35695,6,skiing,2705,suburban,155,227,summer,0,0,1
31,non-binary,74194,8,swimming,3904,urban,267,169,spring,0,1,0
19,male,46255,2,hiking,4232,rural,253,120,spring,0,0,0
38,male,66127,2,skiing,3875,rural,180,150,summer,1,0,0
21,non-binary,35270,0,sunbathing,1456,rural,99,117,summer,1,0,0
68,female,82592,4,swimming,4709,suburban,260,16,summer,0,1,0
38,non-binary,99228,8,skiing,2027,suburban,156,191,spring,0,1,1
65,male,26671,5,hiking,2368,urban,298,45,spring,1,0,0
39,non-binary,70707,2,skiing,3735,suburban,74,67,spring,1,1,0
66,male,22433,9,swimming,2092,suburban,72,20,summer,1,1,0
19,non-binary,108826,6,swimming,2449,rural,194,179,summer,1,0,0
34,female,29685,8,sunbathing,1260,suburban,19,142,spring,1,0,0
36,non-binary,71460,6,skiing,1402,urban,14,118,spring,1,1,1
57,non-binary,96016,1,skiing,1764,rural,97,171,spring,0,0,1
41,female,39622,9,hiking,3425,rural,168,162,fall,0,1,0
37,male,87627,0,hiking,1071,suburban,35,25,winter,0,1,0
55,non-binary,44744,0,hiking,2711,rural,184,14,spring,0,0,0
29,male,78207,2,skiing,4301,suburban,139,183,spring,1,1,1
42,non-binary,119901,8,swimming,1529,suburban,70,120,spring,1,0,0
40,female,91754,0,swimming,3858,rural,233,122,summer,1,0,0
67,non-binary,53561,0,swimming,3963,suburban,31,291,fall,1,1,0
51,male,101502,8,swimming,1341,urban,2,270,spring,0,0,0
49,male,30635,7,hiking,1070,suburban,27,107,fall,0,0,1
68,female,65813,8,sunbathing,809,suburban,171,98,spring,0,1,0
41,male,114937,6,sunbathing,2906,urban,233,95,spring,1,0,0
59,female,28110,1,sunbathing,4891,suburban,266,50,summer,0,1,0
42,female,67408,2,swimming,3466,suburban,80,139,spring,1,0,0
20,male,39786,4,skiing,2639,urban,15,60,summer,0,1,1
42,male,106384,3,hiking,4050,urban,237,18,fall,0,1,0
45,female,34037,8,swimming,4714,suburban,40,206,spring,0,0,0
29,male,119156,2,swimming,570,urban,50,102,winter,0,0,0
43,female,27093,5,hiking,3466,urban,47,226,spring,0,0,1
65,non-binary,100713,7,swimming,922,urban,53,169,spring,1,1,0
61,male,43845,4,swimming,4156,rural,219,85,winter,1,0,0
25,male,57400,6,sunbathing,3976,suburban,43,121,summer,0,1,0
22,female,80301,5,sunbathing,1706,suburban,23,7,summer,0,1,0
28,non-binary,79119,5,sunbathing,2591,suburban,62,138,summer,0,0,0
59,non-binary,102466,8,hiking,2010,suburban,74,181,fall,1,1,1
52,male,42088,2,swimming,1894,suburban,97,233,spring,0,1,0
44,female,45765,0,sunbathing,4971,urban,53,46,summer,0,0,0
58,female,88029,5,sunbathing,1318,urban,242,296,winter,1,1,0
61,male,72836,3,hiking,4377,rural,100,25,summer,1,1,0
55,non-binary,118716,2,hiking,1350,suburban,72,65,summer,1,0,0
36,female,55529,3,skiing,4621,suburban,125,132,winter,1,0,1
65,female,97600,4,hiking,1888,rural,167,85,winter,1,0,0
49,male,35494,3,sunbathing,1662,urban,99,50,winter,1,0,0
63,male,79124,9,swimming,4620,urban,13,3,winter,1,1,0
45,non-binary,60528,2,swimming,1894,suburban,226,148,fall,0,0,0
53,non-binary,56297,1,sunbathing,2610,urban,49,190,winter,0,0,0
35,female,33504,0,sunbathing,4810,suburban,64,269,summer,1,0,0
27,male,92041,3,swimming,4886,rural,189,134,fall,1,0,0
49,male,77683,6,swimming,2515,rural,130,263,winter,1,0,0
35,male,24550,1,skiing,4513,rural,249,135,summer,1,0,0
29,non-binary,29992,9,skiing,662,urban,271,4,summer,0,1,0
68,non-binary,60479,5,sunbathing,1778,rural,39,44,spring,0,1,0
25,female,38715,5,swimming,1241,suburban,155,271,summer,1,0,0
50,male,67323,7,skiing,3420,urban,261,179,winter,1,1,0
63,non-binary,39517,8,sunbathing,3991,urban,19,2,winter,0,1,0
55,male,55841,2,sunbathing,3181,suburban,11,154,summer,1,1,0
31,non-binary,65691,9,skiing,3984,rural,120,172,spring,0,1,1
19,male,32163,2,skiing,3361,rural,172,274,winter,0,1,1
26,female,100124,5,sunbathing,4242,suburban,231,226,winter,1,1,0
61,non-binary,71525,6,hiking,4412,suburban,117,48,winter,1,1,0
22,non-binary,75815,6,swimming,3493,urban,106,81,spring,1,0,0
51,female,81357,2,skiing,1230,suburban,211,92,fall,1,1,0
36,female,39595,7,swimming,1950,suburban,47,250,spring,0,0,0
24,male,99486,2,skiing,4005,rural,256,233,winter,1,0,0
56,non-binary,29106,8,swimming,2001,rural,48,164,spring,0,1,0
59,male,55706,1,hiking,4631,rural,126,135,fall,1,1,1
34,male,31484,6,skiing,618,suburban,125,103,spring,0,0,0
43,male,118459,1,skiing,4986,suburban,26,270,winter,0,1,1
63,non-binary,43722,1,sunbathing,655,urban,192,166,summer,1,1,0
44,female,40848,4,hiking,674,urban,194,109,fall,1,0,0
60,male,110123,3,sunbathing,4997,rural,285,35,fall,0,0,0
45,non-binary,106852,8,swimming,3801,suburban,95,13,spring,1,0,0
37,male,117056,1,swimming,1180,suburban,149,148,summer,1,0,0
23,female,112084,6,skiing,1810,rural,114,146,spring,1,0,1
25,female,97854,1,skiing,2049,urban,49,165,summer,1,0,1
49,non-binary,100536,3,hiking,4714,suburban,40,269,winter,0,0,1
36,non-binary,79782,5,skiing,2317,urban,85,209,summer,0,0,1
49,female,100870,9,hiking,4454,urban,128,87,fall,1,1,0
36,non-binary,81596,8,swimming,2909,urban,101,296,fall,1,1,0
41,female,113386,6,swimming,4919,urban,0,176,fall,0,1,0
41,male,62260,4,hiking,552,urban,25,97,spring,0,1,1
34,female,21079,7,sunbathing,2795,suburban,252,69,spring,1,1,0
35,male,42038,8,skiing,1167,suburban,205,88,summer,0,0,0
29,non-binary,58661,3,skiing,2941,urban,89,252,summer,0,1,1
58,male,66821,2,skiing,2057,urban,109,139,spring,0,1,1
40,female,84585,0,hiking,3555,rural,35,36,fall,0,0,1
65,non-binary,64667,5,sunbathing,2209,suburban,211,186,summer,0,1,0
35,non-binary,38338,7,hiking,818,suburban,187,187,summer,0,1,0
33,female,39844,0,swimming,2238,suburban,240,253,fall,0,0,0
33,non-binary,114459,5,sunbathing,2223,urban,125,237,winter,1,0,0
53,female,50013,3,skiing,939,urban,271,140,fall,0,1,0
40,male,104561,7,hiking,1656,suburban,177,53,spring,1,0,0
39,male,65902,9,sunbathing,2578,urban,36,55,winter,1,0,0
56,non-binary,113899,8,hiking,1430,suburban,255,88,fall,1,1,0
50,female,109639,7,sunbathing,4615,urban,224,38,fall,1,1,0
41,female,25372,2,skiing,2832,urban,180,168,spring,0,0,0
37,male,81053,4,sunbathing,3453,suburban,96,110,winter,0,1,0
50,male,71398,4,skiing,2054,rural,40,230,spring,0,1,1
48,non-binary,59387,0,sunbathing,1795,urban,241,44,spring,0,0,0
57,female,63654,9,swimming,639,urban,95,212,summer,1,0,0
25,non-binary,21425,2,hiking,4669,suburban,56,199,fall,0,1,1
27,non-binary,118095,3,swimming,3990,urban,62,295,summer,0,1,0
18,non-binary,93427,0,sunbathing,2114,rural,255,279,winter,1,1,0
38,female,22278,6,skiing,1161,urban,209,230,summer,1,1,1
42,male,69380,1,skiing,752,urban,22,263,spring,0,1,1
49,female,79085,2,sunbathing,4930,rural,195,20,winter,1,1,0
63,female,50030,7,skiing,1590,suburban,258,227,summer,0,1,0
63,female,63087,5,hiking,1637,suburban,237,8,summer,0,1,0
27,non-binary,35638,0,swimming,2600,rural,94,217,summer,0,1,0
68,non-binary,23937,0,sunbathing,3668,urban,265,180,spring,1,1,0
65,female,42290,9,sunbathing,4254,rural,6,144,spring,0,0,0
26,non-binary,73385,1,swimming,3047,urban,48,249,summer,0,0,0
37,non-binary,59089,9,swimming,4719,suburban,28,227,summer,0,0,0
65,male,21825,5,skiing,3109,rural,218,289,summer,0,0,1
37,female,97927,7,skiing,2686,rural,10,63,spring,0,0,1
57,female,83717,0,swimming,2952,urban,195,135,summer,1,1,0
24,non-binary,71634,4,hiking,970,urban,80,265,spring,1,0,1
28,female,39271,3,swimming,2221,urban,265,223,winter,0,1,0
38,female,29522,4,hiking,3871,rural,184,87,summer,0,1,0
55,female,67060,1,swimming,4994,suburban,120,151,winter,1,0,0
64,female,68576,0,sunbathing,3568,suburban,232,295,winter,0,1,0
36,non-binary,112972,2,swimming,4384,urban,243,82,summer,1,1,0
63,male,64656,7,swimming,670,urban,256,73,summer,1,0,0
32,non-binary,67739,9,swimming,1735,rural,114,221,winter,1,0,0
23,male,60762,5,swimming,3403,urban,108,65,summer,1,1,0
27,female,112566,2,swimming,733,urban,35,240,fall,0,1,0
63,female,79902,5,hiking,2543,suburban,79,71,summer,1,0,0
33,female,38734,5,sunbathing,1579,rural,59,7,spring,1,0,0
62,female,47817,9,swimming,573,suburban,124,112,winter,1,0,0
28,female,56760,0,hiking,842,urban,117,263,winter,0,1,1
52,female,97380,6,sunbathing,4212,suburban,15,137,winter,0,1,0
25,female,98122,7,sunbathing,2945,rural,0,265,spring,0,1,0
45,male,49317,2,hiking,1413,rural,278,145,spring,0,0,0
20,non-binary,76814,3,swimming,2447,rural,148,131,fall,1,0,0
19,female,73389,6,sunbathing,1463,urban,287,7,winter,0,1,0
31,female,74251,9,swimming,4952,urban,59,297,fall,0,0,0
69,female,95482,6,hiking,2404,suburban,31,198,winter,0,1,1
46,male,51478,5,hiking,4822,rural,131,69,summer,0,1,0
64,female,85165,3,sunbathing,2644,urban,71,208,fall,1,1,0
20,non-binary,108375,2,swimming,2502,suburban,195,79,summer,0,0,0
18,male,115594,1,sunbathing,2216,suburban,161,113,fall,0,0,0
32,male,115388,3,skiing,1857,suburban,29,200,spring,1,0,1
37,female,20977,7,sunbathing,2535,suburban,276,6,summer,0,1,0
39,male,71409,0,hiking,1110,urban,106,174,summer,0,1,1
51,female,75501,1,skiing,4982,suburban,237,100,winter,0,1,0
67,non-binary,80543,1,swimming,962,rural,221,52,spring,0,0,0
50,non-binary,34008,4,swimming,4697,urban,9,117,winter,1,1,0
26,male,31509,1,sunbathing,4200,urban,215,207,fall,0,0,0
20,male,75110,8,skiing,1567,urban,9,275,spring,0,0,1
19,female,51579,0,skiing,1447,suburban,264,275,spring,1,0,1
21,male,24356,8,swimming,3131,urban,258,119,fall,0,0,0
33,non-binary,95824,6,hiking,3109,suburban,50,223,summer,0,1,1
50,male,70279,9,swimming,3551,rural,103,41,fall,1,0,0
26,non-binary,27167,8,skiing,3771,suburban,286,84,spring,0,1,0
57,female,47824,6,skiing,1668,rural,124,27,winter,0,0,0
55,non-binary,35310,8,skiing,2386,suburban,27,207,winter,1,1,1
69,male,85840,4,sunbathing,2222,rural,293,265,fall,1,0,0
35,non-binary,93825,4,sunbathing,4699,suburban,253,195,summer,1,1,0
33,non-binary,115859,9,hiking,3981,rural,39,158,winter,1,1,1
25,male,108131,0,skiing,943,urban,113,248,summer,1,0,1
40,female,81584,4,hiking,3687,rural,176,230,fall,1,1,1
53,non-binary,59177,6,hiking,4291,suburban,65,18,winter,0,0,0
20,male,113089,7,hiking,2360,suburban,80,91,summer,1,0,1
32,non-binary,102620,0,swimming,1038,rural,184,281,summer,1,1,0
55,non-binary,49105,1,skiing,4494,rural,229,143,summer,0,1,0
50,non-binary,96320,7,swimming,1367,rural,184,169,spring,0,0,0
35,female,49097,2,sunbathing,1664,rural,201,177,spring,0,0,0
40,non-binary,37623,0,swimming,714,rural,202,187,winter,1,0,0
60,male,66263,8,skiing,3470,rural,135,232,winter,1,1,1
20,male,50324,8,hiking,4605,rural,152,96,winter,1,1,0
47,non-binary,93066,7,swimming,3953,rural,57,26,fall,1,1,0
62,female,20091,1,skiing,4788,suburban,13,50,summer,1,1,1
34,male,115954,3,hiking,3255,rural,223,239,spring,0,1,1
67,female,87777,3,swimming,4284,urban,47,143,fall,1,1,0
49,female,91098,3,hiking,2958,urban,206,213,winter,0,0,1
63,male,21196,5,swimming,1153,suburban,286,177,fall,0,0,0
24,male,22840,4,skiing,2031,urban,33,27,spring,1,1,0
56,female,28450,3,skiing,2105,urban,209,244,winter,1,0,1
31,non-binary,107128,6,sunbathing,2103,suburban,33,11,fall,1,0,0
32,female,65646,6,skiing,4187,suburban,155,237,summer,0,1,1
61,male,76947,7,swimming,964,suburban,229,230,summer,1,0,0
29,female,41048,2,skiing,4914,suburban,81,239,summer,0,1,1
25,male,86689,2,swimming,2082,rural,162,213,winter,1,0,0
33,non-binary,73368,4,hiking,2076,rural,90,70,summer,0,1,0
58,non-binary,27906,3,skiing,845,suburban,23,246,winter,0,0,1
51,non-binary,112449,9,swimming,2503,suburban,216,233,summer,0,0,0
63,non-binary,113012,1,sunbathing,1290,suburban,215,21,fall,0,0,0
41,non-binary,66204,3,swimming,2403,rural,217,71,winter,1,1,0
46,male,53142,3,sunbathing,1460,suburban,166,21,fall,0,1,0
33,female,74842,9,hiking,3183,suburban,219,52,winter,0,1,0
22,non-binary,66515,9,swimming,3175,rural,237,297,spring,1,1,0
22,male,99068,1,swimming,1150,suburban,45,16,summer,0,0,0
69,female,43053,8,swimming,3684,rural,225,299,fall,0,1,0
47,female,41485,3,sunbathing,1694,suburban,272,156,spring,1,1,0
67,non-binary,26057,8,hiking,916,suburban,197,8,summer,1,0,0
67,non-binary,52240,1,swimming,1651,suburban,216,261,winter,0,1,0
22,female,58726,9,hiking,4733,urban,36,58,summer,0,1,1
60,female,45284,5,skiing,3305,suburban,298,23,summer,0,0,0
30,male,49838,3,skiing,1892,rural,234,190,fall,1,0,0
52,non-binary,51437,5,swimming,2438,rural,124,114,fall,0,0,0
66,female,68612,8,sunbathing,977,suburban,267,150,fall,0,1,0
42,female,70978,9,skiing,4691,rural,108,94,spring,0,1,0
67,non-binary,36188,1,skiing,3559,urban,150,22,summer,1,0,0
31,male,54168,6,sunbathing,2031,suburban,134,282,summer,0,1,0
61,male,44923,9,swimming,3824,rural,206,245,summer,1,0,0
63,non-binary,33253,4,swimming,3170,rural,206,132,fall,1,0,0
43,male,64334,2,hiking,3675,rural,186,16,winter,0,0,0
35,male,85735,8,skiing,3611,urban,62,214,winter,0,0,1
37,male,58857,7,sunbathing,1068,suburban,262,28,spring,0,0,0
51,female,23373,2,swimming,3101,suburban,93,29,summer,1,1,0
24,female,117813,1,sunbathing,2555,urban,222,184,winter,0,0,0
64,male,74985,0,hiking,2470,rural,41,169,fall,0,1,1
27,non-binary,62066,9,swimming,2938,rural,121,253,summer,0,1,0
32,non-binary,106303,6,swimming,2284,rural,259,72,winter,0,0,0
34,non-binary,119351,1,swimming,1898,urban,200,45,summer,0,0,0
28,male,119601,4,sunbathing,986,urban,292,238,winter,0,1,0
51,non-binary,20502,3,sunbathing,2833,rural,121,272,summer,1,0,0
44,female,78138,5,swimming,693,suburban,198,112,spring,1,1,0
38,non-binary,44337,0,hiking,4841,rural,189,102,winter,1,0,0
48,non-binary,43933,3,sunbathing,4939,rural,210,283,spring,1,0,0
67,female,119651,9,hiking,1607,suburban,270,107,winter,1,1,0
21,female,23484,4,hiking,2533,urban,209,208,spring,0,0,0
58,male,112830,7,sunbathing,1020,rural,294,137,spring,1,0,0
66,male,90786,4,skiing,1149,rural,187,108,fall,1,0,0
34,male,23152,4,sunbathing,4145,urban,15,92,spring,0,1,0
66,male,81634,5,skiing,2914,urban,227,88,fall,0,1,0
65,male,53606,2,hiking,2539,rural,262,247,spring,0,1,0
37,female,80318,9,skiing,2507,rural,156,178,spring,0,1,1
42,female,23580,8,swimming,1148,urban,96,179,summer,0,1,0
57,female,49914,3,swimming,514,suburban,148,279,spring,1,1,0
40,non-binary,99485,7,swimming,1970,rural,44,112,fall,1,0,0
32,non-binary,100357,3,skiing,1388,rural,105,236,fall,0,0,1
50,non-binary,90092,0,skiing,3303,urban,133,138,spring,0,1,1
36,male,59697,1,skiing,4896,urban,105,204,spring,1,1,1
32,non-binary,92789,7,hiking,4586,rural,223,240,fall,0,0,1
58,male,38059,1,swimming,2125,suburban,280,75,summer,1,0,0
22,male,55878,5,sunbathing,2175,urban,56,257,spring,0,1,0
33,male,24797,0,swimming,2794,urban,15,39,winter,0,1,0
62,male,105686,9,sunbathing,2914,rural,147,63,summer,0,1,0
65,non-binary,110898,7,sunbathing,857,urban,99,26,fall,1,1,0
49,female,41933,9,sunbathing,3005,urban,166,263,summer,1,0,0
39,male,71293,2,swimming,1630,urban,176,91,winter,0,0,0
60,non-binary,110741,2,skiing,3077,rural,20,139,summer,1,1,1
49,male,43092,3,sunbathing,2345,rural,229,201,summer,0,1,0
30,male,70539,0,swimming,1955,urban,236,269,summer,0,0,0
55,female,107931,3,hiking,3413,suburban,86,141,spring,0,1,1
43,male,66046,5,skiing,2536,urban,282,62,winter,1,1,0
69,female,112112,7,skiing,1320,rural,98,119,spring,1,1,1
34,non-binary,81659,6,hiking,2185,urban,130,190,winter,1,1,1
22,male,113444,8,skiing,3033,rural,209,74,fall,1,1,0
66,female,96450,5,sunbathing,1639,rural,225,190,summer,1,0,0
50,male,111782,6,skiing,1415,suburban,210,153,spring,0,1,0
44,male,57263,7,hiking,902,urban,214,189,fall,0,1,0
22,male,37497,6,skiing,1780,urban,276,171,summer,0,0,0
54,female,21171,4,sunbathing,3693,urban,9,263,fall,1,1,0
24,non-binary,24227,3,swimming,3226,rural,292,169,winter,1,0,0
65,female,53666,0,skiing,778,urban,36,258,fall,1,1,1
35,non-binary,50396,4,hiking,4065,urban,292,38,summer,0,1,0
48,female,65684,1,skiing,1027,rural,41,22,spring,1,0,0
23,female,38802,6,swimming,1790,urban,15,46,fall,0,1,0
19,non-binary,110220,9,hiking,1659,urban,17,153,fall,0,0,1
30,non-binary,20372,1,sunbathing,4512,suburban,41,28,summer,1,1,0
59,non-binary,94369,5,hiking,2766,rural,268,214,winter,1,0,0
69,female,47867,6,swimming,1777,suburban,63,120,winter,0,0,0
28,non-binary,86756,6,swimming,3763,rural,20,215,winter,1,0,0
43,male,103469,6,hiking,3161,urban,207,6,winter,0,0,0
38,male,115945,7,sunbathing,3079,rural,198,127,spring,0,1,0
19,male,55627,5,skiing,1199,urban,0,279,summer,0,1,1
57,male,100799,1,swimming,2327,urban,67,86,summer,0,1,0
68,non-binary,75781,3,sunbathing,1239,urban,68,243,winter,1,1,0
37,non-binary,43214,9,skiing,4920,suburban,119,183,spring,0,1,1
34,male,92539,5,hiking,3735,urban,179,157,fall,0,1,0
33,non-binary,107296,1,swimming,3614,urban,127,6,fall,0,0,0
59,male,101147,9,hiking,2445,rural,146,234,winter,1,1,1
22,female,96989,7,skiing,4117,urban,111,258,fall,1,0,1
31,non-binary,66722,0,hiking,1084,urban,278,62,fall,1,1,0
41,female,89912,6,swimming,804,urban,160,246,winter,0,1,0
68,non-binary,73623,0,swimming,1676,suburban,197,80,spring,1,1,0
21,non-binary,83075,3,skiing,4608,suburban,236,141,fall,0,1,0
69,non-binary,95749,0,hiking,3918,urban,120,62,spring,1,1,0
65,female,57433,7,skiing,2463,urban,260,184,winter,0,0,0
41,female,55038,2,hiking,4021,suburban,19,259,fall,0,0,1
64,male,26826,9,skiing,4474,urban,46,34,fall,1,1,0
26,female,92316,1,sunbathing,942,urban,29,227,fall,0,0,0
20,female,84278,9,skiing,3780,suburban,172,61,fall,1,1,0
26,male,102157,0,skiing,3653,rural,17,200,winter,0,1,1
35,female,67167,9,hiking,2962,urban,245,105,fall,0,0,0
53,female,67290,0,hiking,3151,urban,255,130,winter,1,1,0
36,male,80977,9,swimming,4000,suburban,281,227,spring,0,1,0
41,female,118551,6,swimming,2648,urban,71,58,summer,0,1,0
21,male,115568,3,sunbathing,4527,rural,271,42,winter,0,1,0
26,non-binary,49840,7,sunbathing,2534,rural,80,270,fall,1,1,0
50,non-binary,44144,7,hiking,1722,urban,172,274,fall,1,0,1
18,female,36211,3,skiing,4358,suburban,181,56,spring,0,0,0
69,non-binary,98977,8,swimming,2838,suburban,264,73,spring,1,0,0
68,female,66198,1,swimming,3679,rural,299,115,spring,1,0,0
52,male,33731,9,skiing,979,suburban,174,207,winter,0,0,1
27,male,23350,0,skiing,4021,rural,232,103,winter,0,1,0
29,male,61307,7,swimming,2756,suburban,172,30,spring,0,0,0
35,non-binary,72697,1,skiing,4493,suburban,253,227,winter,0,0,0
31,male,65162,1,hiking,855,urban,73,282,summer,1,0,1
27,male,40465,1,skiing,3999,rural,236,52,winter,1,1,0
27,female,96716,4,hiking,4639,suburban,187,263,fall,1,0,1
35,female,38994,4,swimming,928,rural,235,184,winter,0,1,0
41,female,38763,3,sunbathing,4348,suburban,61,173,fall,0,0,0
18,female,117616,5,swimming,4215,suburban,16,72,winter,1,0,0
47,male,38344,8,swimming,4041,urban,197,292,summer,1,0,0
32,female,59387,4,skiing,4050,rural,260,255,winter,0,1,0
25,non-binary,70570,5,sunbathing,4213,suburban,31,20,winter,0,0,0
52,non-binary,59909,0,hiking,826,suburban,35,193,fall,1,1,1
35,non-binary,20906,4,sunbathing,2885,urban,165,3,winter,0,1,0
58,female,54766,5,swimming,800,rural,209,209,winter,1,0,0
33,male,97212,0,swimming,3451,rural,121,193,fall,0,1,0
38,female,90041,6,swimming,1340,suburban,292,267,winter,0,0,0
32,non-binary,60906,3,swimming,3599,rural,159,126,fall,0,1,0
22,female,58787,5,skiing,2209,urban,129,54,spring,0,0,0
62,non-binary,78057,4,hiking,4102,urban,143,160,summer,1,1,1
69,male,54300,3,sunbathing,2140,rural,247,125,spring,1,0,0
24,male,65500,4,hiking,4141,suburban,206,289,fall,1,0,1
65,male,82695,2,skiing,4739,urban,178,25,summer,0,0,0
24,male,41114,8,hiking,2283,rural,172,21,summer,1,1,0
44,male,105699,0,swimming,3821,suburban,259,230,fall,0,0,0
42,female,107779,8,skiing,648,rural,250,232,winter,1,0,0
39,male,27175,4,sunbathing,647,urban,35,254,fall,1,0,0
65,female,94197,6,hiking,1358,urban,259,12,fall,0,1,0
30,non-binary,119677,9,hiking,4633,rural,88,83,fall,1,0,0
34,non-binary,93848,6,skiing,4917,suburban,293,203,summer,0,0,0
58,male,49357,3,sunbathing,4124,suburban,171,237,spring,1,1,0
61,female,99425,9,sunbathing,677,rural,209,221,spring,1,1,0
30,male,50742,1,hiking,2619,suburban,268,203,fall,1,0,0
43,non-binary,64833,0,sunbathing,3479,urban,205,228,fall,0,0,0
26,female,114399,9,swimming,2649,suburban,80,135,fall,0,1,0
22,non-binary,94717,6,swimming,691,rural,196,77,fall,0,0,0
56,female,34143,1,skiing,3181,suburban,158,192,fall,0,0,1
50,non-binary,36004,1,sunbathing,3424,rural,68,137,summer,1,0,0
21,male,22466,5,sunbathing,4997,urban,100,137,fall,0,0,0
45,male,28328,4,sunbathing,3920,urban,198,36,summer,0,1,0
43,male,83221,4,hiking,3881,suburban,161,38,spring,1,1,0
21,non-binary,110661,1,hiking,1953,rural,125,142,winter,1,0,1
33,non-binary,34061,6,hiking,4582,urban,135,220,winter,1,0,1
54,non-binary,97906,7,swimming,4502,rural,115,81,fall,0,1,0
39,male,46280,0,hiking,1914,rural,113,244,spring,0,0,1
53,non-binary,84628,3,sunbathing,2430,suburban,183,127,summer,1,1,0
55,non-binary,63545,8,sunbathing,3727,suburban,83,2,summer,0,0,0
52,male,58989,9,hiking,1104,rural,98,206,winter,0,0,1
42,non-binary,90111,5,skiing,2826,urban,291,141,fall,1,0,0
25,female,89414,0,swimming,1512,urban,34,205,summer,1,0,0
34,non-binary,41065,5,hiking,3466,suburban,0,158,winter,0,1,1
35,male,27973,4,swimming,2945,urban,81,14,winter,1,1,0
67,female,67045,7,skiing,1697,suburban,184,14,fall,0,0,0
29,male,43546,5,hiking,1129,suburban,260,292,spring,0,1,1
50,male,118062,2,sunbathing,1573,rural,14,100,winter,1,0,0
40,male,64572,5,swimming,4619,urban,213,144,summer,0,0,0
29,female,116157,1,skiing,1098,rural,293,127,spring,0,0,0
28,female,20043,3,sunbathing,672,suburban,13,27,spring,1,1,0
30,male,40983,0,skiing,4381,urban,292,140,fall,1,1,0
52,non-binary,49534,1,hiking,2904,urban,142,169,winter,1,1,1
44,female,97918,5,skiing,684,suburban,274,195,winter,1,0,0
42,male,62018,3,skiing,823,rural,17,254,winter,0,1,1
57,non-binary,21945,9,sunbathing,4292,urban,167,86,spring,1,1,0
20,male,92264,7,skiing,2079,urban,159,120,spring,1,0,0
66,female,87252,9,sunbathing,2429,rural,68,277,spring,1,1,0
42,female,76815,7,hiking,1461,urban,17,29,winter,0,1,1
62,non-binary,111142,9,sunbathing,4427,rural,234,279,summer,1,1,0
27,female,24876,4,sunbathing,563,suburban,278,277,summer,0,1,0
34,male,111890,7,skiing,4560,suburban,34,112,spring,0,0,1
20,male,89308,3,sunbathing,3204,rural,299,169,fall,0,1,0
62,non-binary,101371,6,sunbathing,1121,urban,214,99,summer,1,1,0
39,non-binary,95250,5,skiing,3299,suburban,0,42,fall,0,0,1
55,non-binary,119880,4,sunbathing,4294,rural,79,254,spring,1,1,0
31,non-binary,44794,4,hiking,1351,urban,120,260,fall,1,0,1
44,male,97744,4,skiing,1819,suburban,164,182,summer,1,1,1
59,male,109309,2,skiing,2802,urban,67,123,winter,0,0,1
37,male,53448,6,sunbathing,3149,rural,290,271,fall,0,1,0
65,male,87869,2,swimming,4598,rural,31,41,fall,0,1,0
35,non-binary,36768,4,hiking,4086,urban,119,198,spring,0,1,1
30,female,22327,8,swimming,1060,rural,236,161,spring,0,1,0
59,male,82227,5,sunbathing,3773,suburban,256,62,fall,0,0,0
23,female,39381,8,swimming,987,urban,110,40,fall,1,1,0
27,non-binary,101663,6,hiking,925,urban,155,210,winter,1,1,1
